lsoa_code,lsoa_name_1,lsoa_name_2,middle_layer_super_output_area_msoa_code,middle_layer_super_output_area_msoa_name,local_authority_la_code,local_authority_la_name,rural_urban,rural_urban_classification,built_up_area_bua_code,built_up_area_bua_name,economic_region_economic_action_plan_area_eap_code,number_of_children_0_to_5_2020,number_of_births_2020_to_mothers_24_and_under_years,number_of_births_2020_to_mothers_25_to_34_years,number_of_births_2020_to_mothers_35_and_over_years,total_number_of_births_2020,population_2020_all_ages,birth_rate_per_1000_2020,number_of_births_2019_to_mothers_24_and_under_years,number_of_births_2019_to_mothers_25_to_34_years,number_of_births_2019_to_mothers_35_and_over_years,total_number_of_births_2019,population_2019_all_ages,birth_rate_per_1000_2019,number_of_births_2018_to_mothers_24_and_under_years,number_of_births_2018_to_mothers_25_to_34_years,number_of_births_2018_to_mothers_35_and_over_years,total_number_of_births_2018,population_2018_all_ages,birth_rate_per_1000_2018,number_of_births_2017_to_mothers_24_and_under_years,number_of_births_2017_to_mothers_25_to_34_years,number_of_births_2017_to_mothers_35_and_over_years,total_number_of_births_2017,population_2017_all_ages,birth_rate_per_1000_2017,wimd_decile,wimd_income_deprivation_count_0_to_4,wimd_income_domain_deciles,wimd_income_domain_people_in_income_deprivation_percentage,wimd_employment_domain_deciles,wimd_employment_domain_working_age_people_in_employment_deprivation_percentage,wimd_health_domain_deciles,wimd_health_domain_gp_recorded_chronic_condition_rate_per_100,wimd_health_domain_limiting_long_term_illness_rate_per_100,"wimd_health_domain_premature_death_rate_per_100,000",wimd_health_domain_gp_recorded_mental_health_condition_rate_per_100,"wimd_health_domain_cancer_incidence_rate_per_100,000",wimd_health_domain_low_birth_weight_live_single_births_less_than_2.5kg_percentage,wimd_health_domain_children_aged_4_to_5_who_are_obese_percentage,wimd_education_domain_deciles,wimd_education_domain_foundation_phase_average_point_score,wimd_education_domain_key_stage_2_average_point_score,wimd_education_domain_key_stage_4_average_point_score,wimd_education_domain_repeat_absenteeism_percentage,wimd_education_domain_key_stage_4_leavers_entering_higher_education_percentage,wimd_education_domain_adults_aged_25_to_64_with_no_qualifications_percentage,wimd_access_to_services_domain_deciles,wimd_access_to_services_domain_percentage_unavailability_of_broadband_at_30mb_s,wimd_access_to_services_domain_average_public_return_travel_time_to_a_pharmacy_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_food_shop_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_gp_surgery_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_post_office_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_primary_school_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_public_library_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_sports_facility_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_secondary_school_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_pharmacy_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_food_shop_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_gp_surgery_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_post_office_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_primary_school_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_public_library_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_sports_facility_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_secondary_school_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_petrol_station_mins,wimd_housing_domain_deciles,wimd_housing_domain_people_in_overcrowded_households_percentage,wimd_housing_domain_likelihood_of_poor_quality_housing_percentage,wimd_housing_domain_likelihood_of_housing_containing_serious_hazards_percentage,wimd_housing_domain_likelihood_of_housing_being_in_disrepair_percentage,wimd_physical_environment_domain_deciles,wimd_physical_environment_domain_population_weighted_average_concentration_value_for_no2,wimd_physical_environment_domain_population_weighted_average_concentration_value_for_particulates__less_than_10_microm,wimd_physical_environment_domain_population_weighted_average_concentration_value_for_particulates_less_than_2_point_5_micro_m,wimd_physical_environment_domain_households_at_risk_of_flooding_score,wimd_physical_environment_domain_proximity_to_accessible_natural_green_space_score_percentage_of_households,wimd_physical_environment_domain_ambient_green_space_score,wimd_community_safety_domain_deciles,wimd_community_safety_domain_police_recorded_criminal_damage_rate_per_100,wimd_community_safety_domain_police_recorded_violent_crime_rate_per_100,wimd_community_safety_domain_anti_social_behaviour_rate_per_100,wimd_community_safety_domain_police_recorded_burglary_rate_per_100,wimd_community_safety_domain_police_recorded_theft_rate_per_100,wimd_community_safety_domain_fire_incidences_rate_per_100,change_birth_rates_18to20,change_birth_rates_17to20,mean_fpp_score,mean_fpp_score_rounded,fpp_mean_difference,fpp_performance
W01001618,Bettws (Newport) 2,Newport 003B,W02000349,Newport 003,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,95,4,6,1,11,1185,9.28,7,9,2,18,1171,15.37,1,8,3,12,1162,10.33,8,6,0,14,1158,12.09,2,24.18,2,25,1,19,2,19.2,28.6,496.8,37.3,566.3,7.9,,1,100,83,99,10.4,20.8,34.1,4,0,28,19,26,27,22,27,28,24,5,1,4,5,3,4,5,3,2,8,6.73,8.9,8.3,1.5,4,11.5,12,8.1,13.8,99.2,0.148,1,2.58,4.42,3.24,0.87,0.46,0.54,Other,Other,102.0890052,102,-2.089005236,Other
W01001619,Bettws (Newport) 3,Newport 003C,W02000349,Newport 003,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,110,9,8,3,20,1344,14.88,7,10,0,17,1346,12.63,9,17,1,27,1355,19.93,6,8,3,17,1343,12.66,1,59.16,1,36,1,25,1,19.4,30.1,486.4,39.1,709.8,6.8,,1,104,87,93,7.9,20.9,34.4,3,0,25,22,25,26,22,25,39,30,3,4,4,3,3,4,10,8,7,7,8.83,8.4,7.7,1,4,10.8,11.6,8,21.7,100,0.136,1,2.9,4.76,3.55,,0.62,0.82,Other,Other,100.5078534,101,3.492146597,Other
W01001620,Bettws (Newport) 4,Newport 003D,W02000349,Newport 003,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,174,7,14,4,25,1653,15.12,8,17,3,28,1636,17.11,8,22,5,35,1641,21.33,6,19,3,28,1573,17.8,2,45.56,3,24,3,15,2,18.7,30.2,450.6,32.1,599.8,6,,1,104,84,102,10.1,16.7,33.1,3,1.1,30,24,28,30,25,30,28,27,5,3,5,5,4,5,7,5,5,6,8,11,9.7,2.6,4,12.4,12.4,8.3,15.4,94.5,0.187,1,2.48,4.6,3.75,0.74,0.49,0.68,Consistently decreasing,Decreasing (2018-20),102.0890052,102,1.910994764,Other
W01001621,Bettws (Newport) 5,Newport 003E,W02000349,Newport 003,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,92,4,9,3,16,1342,11.92,3,15,1,19,1341,14.17,8,14,1,23,1356,16.96,7,10,2,19,1336,14.22,1,28.4,1,30,1,20,1,19,30.2,552.5,34.8,781.7,5.9,,1,104,87,101,7.4,5.7,35.8,4,0,22,23,23,22,29,22,38,32,3,3,3,3,5,3,10,8,7,7,8.26,9.6,8.4,0.8,7,9.9,11.4,7.7,2.1,95.9,0.152,1,2.68,4.01,3.33,0.9,0.77,0.86,Consistently decreasing,Decreasing (2018-20),100.5078534,101,3.492146597,Other
W01001622,Bettws (Newport) 6,Newport 003F,W02000349,Newport 003,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,76,3,10,4,17,1254,13.56,2,4,2,8,1236,6.47,2,7,1,10,1254,7.97,4,1,1,6,1263,4.75,4,16.1,5,16,4,11,2,18.3,27.1,483.6,33,623.5,5,,3,106,85,106,6.9,19.2,25.6,6,0.2,27,23,26,27,25,26,34,32,4,3,3,4,3,3,8,6,5,8,5.88,10.1,8.8,1.1,6,10.1,11.5,7.8,5.9,70.9,0.149,2,1.85,3.59,2.39,1.05,0.38,,Other,Other,103.2931937,103,2.706806283,Other
W01001623,Caerleon 1,Newport 001A,W02000347,Newport 001,W06000022,Newport,Rural,Small Town and Fringe (Less Sparse),W37000123,Caerleon BUA,WXX000003,76,1,6,3,10,1429,7,1,5,6,12,1435,8.36,1,8,3,12,1428,8.4,2,6,2,10,1446,6.92,8,4.27,8,8,8,6,8,10.4,17.9,426.9,19.3,555.9,5.9,,10,110,94,137,0.8,54.6,6.3,10,3.8,21,17,21,22,22,21,28,27,4,2,3,4,5,3,5,5,6,6,3.81,17.9,16,2.8,1,13.5,11.9,8.1,77,100,0.145,4,1.62,1.63,2.28,1.15,0.49,0.33,Consistently decreasing,Decreasing (2018-20),106.3036649,106,3.696335079,Other
W01001624,Caerleon 2,Newport 001B,W02000347,Newport 001,W06000022,Newport,Rural,Small Town and Fringe (Less Sparse),W37000123,Caerleon BUA,WXX000003,60,0,4,2,6,1229,4.88,0,3,5,8,1227,6.52,0,6,4,10,1233,8.11,0,8,0,8,1250,6.4,9,2.35,10,4,10,2,10,10.5,15.2,175.8,20.6,488.5,4.2,,10,109,92,136,2.1,52.2,5.9,10,1.7,33,28,35,28,28,33,43,39,6,3,6,6,5,6,4,8,9,10,2.02,8.3,7.4,1,1,15.4,12.3,8.5,96.6,82.4,0.157,7,0.82,2.16,0.43,,,,Consistently decreasing,Decreasing (2018-20),107.0104712,107,1.989528796,Other
W01001625,Caerleon 3,Newport 001C,W02000347,Newport 001,W06000022,Newport,Rural,Small Town and Fringe (Less Sparse),W37000123,Caerleon BUA,WXX000003,45,2,3,1,6,1125,5.33,1,3,3,7,1137,6.16,0,4,2,6,1172,5.12,0,5,3,8,1160,6.9,7,1.8,8,8,8,6,9,11.8,16.7,283.3,20.7,572.1,3,,10,108,94,142,3.1,55.6,8,7,15.3,33,30,33,31,31,32,43,41,6,4,5,5,6,5,7,8,7,8,2.27,19.3,17.7,3.7,1,13.5,12.1,8.1,94.3,94.3,0.193,1,2.9,3.77,3.12,1.2,0.93,0.78,Other,Other,105.3403141,105,2.659685864,Other
W01001626,Caerleon 4,Newport 001D,W02000347,Newport 001,W06000022,Newport,Rural,Small Town and Fringe (Less Sparse),W37000123,Caerleon BUA,WXX000003,104,2,5,4,11,1411,7.8,4,4,3,11,1403,7.84,1,8,3,12,1356,8.85,6,7,8,21,1375,15.27,8,4.92,7,11,5,10,8,10.5,20.7,315.8,21.2,575.3,4.7,,8,107,91,128,5.2,37.5,12.4,10,0,31,21,32,24,23,32,27,34,5,2,5,4,3,5,2,7,7,10,1.39,9.5,8.5,1.4,4,12.8,11.7,8.1,7.5,54.7,0.134,3,1.51,3.99,1.63,0.72,0.48,,Consistently decreasing,Decreasing (2017-20),106.3036649,106,0.696335079,Other
W01001627,Caerleon 5,Newport 001E,W02000347,Newport 001,W06000022,Newport,Rural,Small Town and Fringe (Less Sparse),W37000123,Caerleon BUA,WXX000003,91,2,14,3,19,1552,12.24,1,5,0,6,1525,3.93,1,8,2,11,1540,7.14,1,6,5,12,1505,7.97,10,7.15,10,5,9,4,10,11.8,15.2,212.3,20.3,472.5,5.4,,10,108,91,135,1.9,45.4,7.3,10,1,32,23,32,26,28,36,41,39,6,2,6,4,4,7,5,8,4,10,2.12,11.8,10.5,1.6,2,12.1,11.7,8,25.8,21.8,0.17,8,0.66,0.95,0.62,,0.36,,Other,Other,108.0789474,108,-0.078947368,Other
W01001628,Caerleon 6,Newport 001F,W02000347,Newport 001,W06000022,Newport,Rural,Small Town and Fringe (Less Sparse),W37000123,Caerleon BUA,WXX000003,81,3,8,1,12,1022,11.74,2,3,1,6,1054,5.69,6,9,2,17,1059,16.05,5,7,1,13,1065,12.21,3,37.2,2,25,2,16,4,14.3,23,457.6,27.5,763,8.6,,6,104,89,123,4.4,35.3,18.4,5,0.2,29,20,28,22,23,29,25,33,5,2,5,3,3,5,3,7,5,9,5.43,7.9,7,1.2,3,13,11.7,8.1,13.6,70.1,0.123,4,1.4,3.07,2.02,0.49,0.52,,Other,Other,102.7225131,103,1.277486911,Other
W01001629,Gaer 1,Newport 017A,W02000363,Newport 017,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,90,1,8,3,12,1420,8.45,2,4,3,9,1402,6.42,1,10,4,15,1405,10.68,0,10,1,11,1397,7.87,6,11.05,6,12,5,10,7,12.6,20.8,310.4,25.6,641.9,2.5,,5,105,92,116,4.4,14.7,15.4,6,0,23,23,27,23,25,37,31,38,3,3,4,4,5,12,7,12,4,9,2.16,16.9,14.6,3,3,17,12.6,8.5,2.1,53.1,0.121,3,1.44,3.01,3.11,2.9,1.62,,Other,Other,104.5767196,105,0.423280423,Other
W01001630,Gaer 2,Newport 017B,W02000363,Newport 017,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,106,4,11,5,20,1603,12.48,3,11,3,17,1563,10.88,2,9,2,13,1507,8.63,1,14,2,17,1504,11.3,2,33.12,2,28,2,19,2,16.9,27.4,562.6,33.2,704.4,4.2,,3,103,88,112,8,27.7,29.7,3,0,22,20,24,22,25,37,34,37,4,2,3,3,4,13,9,11,5,9,4.58,9.8,8.6,2,5,15.6,12.4,8.5,2.1,97.8,0.114,4,1.22,2.13,1.82,1.53,0.85,0.43,Consistently increasing,Increasing (2018-20),102.0890052,102,0.910994764,Other
W01001631,Gaer 3,Newport 017C,W02000363,Newport 017,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,86,3,6,2,11,1350,8.15,3,14,5,22,1374,16.01,1,8,5,14,1352,10.36,2,8,0,10,1368,7.31,8,8.8,8,9,8,6,6,13.6,20.2,295.8,27.6,586.7,5.1,,6,105,88,119,3.6,26.3,15,10,0,22,20,21,20,28,36,32,34,3,2,2,2,4,11,11,10,7,9,1.79,17.8,16.3,2.9,4,15.8,12.5,8.5,6.9,90.7,0.13,7,0.69,1.31,1.22,1.16,0.5,,Other,Other,106.3036649,106,-1.303664921,Other
W01001632,Gaer 4,Newport 017D,W02000363,Newport 017,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,106,1,11,3,15,1435,10.45,3,7,3,13,1433,9.07,2,10,2,14,1452,9.64,4,11,2,17,1483,11.46,4,29.44,3,21,4,12,4,14.8,25.9,321.9,31.3,647.9,6.3,,3,104,85,111,6.4,24.2,24.8,4,0,23,20,26,27,24,42,39,39,3,2,3,4,4,13,10,12,6,8,5.16,11.7,9.9,2.1,4,15.8,12.4,8.5,5.7,96.7,0.143,2,1.96,3.29,2.91,1.79,1.06,0.67,Other,Other,103.2931937,103,0.706806283,Other
W01001633,Gaer 5,Newport 019A,W02000365,Newport 019,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,214,11,22,2,35,1741,20.1,8,16,7,31,1679,18.46,9,13,5,27,1644,16.42,5,19,1,25,1622,15.41,1,96.85,1,33,3,15,1,20,28.3,578.4,33.1,665.8,7.8,,1,102,82,106,11.7,11.4,33.7,3,0,30,22,33,25,21,39,38,36,7,3,8,3,4,12,8,10,4,6,8.21,9.9,8.6,1.6,3,16.4,12.7,8.3,12.7,86.7,0.072,1,2.53,5.17,3.79,1.16,0.84,1.09,Consistently increasing,Increasing (2017-20),100.5078534,101,1.492146597,Other
W01001634,Gaer 6,Newport 019B,W02000365,Newport 019,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,124,4,10,2,16,1584,10.1,3,7,3,13,1601,8.12,5,12,5,22,1592,13.82,4,10,2,16,1572,10.18,4,29.64,4,18,4,11,4,16.1,23.8,407.1,27.4,565.9,2.7,,3,103,86,109,6,20,27.9,4,0,30,22,31,24,20,36,37,33,7,3,8,2,3,11,8,9,4,4,8.44,12.5,10.8,1.7,2,16.3,13,8.6,21.5,67.4,0.096,2,2.4,3.09,2.89,0.77,1,,Other,Other,103.2931937,103,-0.293193717,Other
W01001635,Graig (Newport) 1,Newport 016A,W02000362,Newport 016,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,77,0,5,4,9,1189,7.57,0,8,1,9,1188,7.58,0,9,1,10,1209,8.27,1,4,5,10,1237,8.08,9,0.65,9,6,7,7,8,12.7,16.4,280.7,23.7,595.1,4.2,,10,109,94,141,1.2,58.9,7.6,7,0.7,30,29,39,27,23,46,47,30,6,6,11,5,5,12,20,8,13,10,1.11,8,7.6,0.7,4,11,12.3,8,5.7,24.3,0.173,6,0.82,1.49,1.25,0.86,0.75,,Consistently decreasing,Decreasing (2018-20),107.0104712,107,1.989528796,Other
W01001636,Graig (Newport) 2,Newport 020A,W02000366,Newport 020,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,135,1,10,3,14,1919,7.3,2,7,7,16,1906,8.39,1,13,4,18,1930,9.33,3,11,8,22,1957,11.24,10,8.94,10,5,10,2,10,10.2,11.4,252.5,22.9,600.8,3.7,,10,107,94,138,1.5,47.8,6.1,7,8.4,38,32,48,35,42,45,48,55,8,4,10,7,8,9,13,9,6,10,1.37,10.7,9.6,2.3,2,12.6,11.9,7.9,37.9,84.8,0.181,6,0.9,1.15,1.53,0.99,0.44,0.72,Consistently decreasing,Decreasing (2017-20),108.0789474,108,-1.078947368,Other
W01001637,Graig (Newport) 3,Newport 016B,W02000362,Newport 016,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,141,2,14,3,19,2000,9.5,1,11,5,17,1872,9.08,2,11,3,16,1817,8.81,2,4,9,15,1808,8.3,8,9.72,8,9,9,5,7,12.6,19.4,315.1,24.1,520.5,5,,8,107,90,120,3.5,42.9,10.3,8,1.6,26,24,33,26,32,41,43,26,3,3,7,7,10,8,16,4,9,6,6.03,12.3,10.9,1.9,2,13.6,12.4,8.2,27.2,61.4,0.153,6,0.89,1.74,1.31,0.98,0.46,,Consistently increasing,Increasing (2017-20),106.3036649,106,0.696335079,Other
W01001638,Graig (Newport) 4,Newport 016C,W02000362,Newport 016,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,67,1,8,2,11,1166,9.43,0,8,3,11,1171,9.39,0,4,4,8,1146,6.98,2,3,2,7,1161,6.03,10,3.92,10,4,10,2,10,11.5,16,208.6,21.5,610.9,1.2,,10,109,92,136,1.7,54,4.2,9,0,25,25,33,21,31,41,43,28,5,5,10,4,7,11,19,8,13,10,1.43,11.3,10.5,1.3,6,11.3,11.9,7.9,2.1,68.1,0.175,7,0.75,1.36,1.49,0.98,0.51,,Consistently increasing,Increasing (2017-20),108.0789474,108,0.921052632,Other
W01001639,Langstone 1,Newport 004A,W02000350,Newport 004,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,168,2,23,6,31,2189,14.16,3,18,10,31,2167,14.31,5,16,3,24,2190,10.96,3,30,3,36,2155,16.71,9,10.26,9,6,10,4,10,9.8,14.8,217.9,17.3,596.6,3.2,,10,108,92,132,1.7,44.6,7.8,7,9.3,33,27,32,33,29,34,49,49,11,5,9,11,7,9,14,15,5,10,2.56,4.9,4.6,0.5,2,17.1,14.1,9,20.2,59.3,0.162,6,0.88,1.62,1.01,1.14,0.6,0.21,Other,Other,107.0104712,107,0.989528796,Other
W01001640,Langstone 2,Newport 004B,W02000350,Newport 004,W06000022,Newport,Rural,Village Hamlet and Isolated Dwellings (Less Sparse),Small,Dispersed (not in a BUA),WXX000003,51,1,1,2,4,1121,3.57,0,4,1,5,1124,4.45,0,3,4,7,1142,6.13,1,3,3,7,1153,6.07,9,1.28,10,4,10,4,10,8.5,15.6,215.1,15.3,557.1,2.3,,9,110,92,128,4.3,50.5,8.5,2,36.5,76,52,73,66,70,80,118,127,17,5,18,14,10,20,24,24,10,10,1.23,12.4,11.2,2.3,4,8.9,11.7,7.7,16.5,66.2,0.14,8,0.5,0.95,0.91,1.57,,,Consistently decreasing,Decreasing (2018-20),107.0104712,107,2.989528796,Other
W01001641,Langstone 3,Newport 004C,W02000350,Newport 004,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,64,0,3,5,8,1419,5.64,1,0,4,5,1406,3.56,0,4,6,10,1413,7.08,2,8,7,17,1422,11.95,9,0,10,4,9,5,9,10.7,18.2,271.9,16,543.5,2.8,,10,110,92,140,2.8,52.1,12.8,4,26.9,55,40,55,55,46,75,99,93,11,5,12,11,5,14,20,21,5,10,1.22,14.1,12.8,2.6,3,11.9,12.1,7.9,14.8,27.7,0.21,7,0.7,2.15,1.21,1.07,0.38,0.35,Other,Other,107.0104712,107,2.989528796,Other
W01001642,Liswerry 1,Newport 013A,W02000359,Newport 013,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,182,5,14,6,25,1800,13.89,11,18,3,32,1768,18.1,1,15,1,17,1779,9.56,6,25,2,33,1755,18.8,2,53.82,3,24,3,13,5,15.4,24.4,389.3,21.9,468.3,5.1,,2,105,86,107,9.4,13.5,28.9,5,0.1,25,20,25,20,20,50,38,35,4,2,5,3,3,12,7,10,6,2,10.23,15.7,13.9,3.5,1,16.9,12.9,8.9,55.3,92.6,0.081,1,3.04,4.48,4.5,0.93,0.58,1,Other,Other,102.0890052,102,2.910994764,Other
W01001643,Liswerry 2,Newport 013B,W02000359,Newport 013,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,220,5,28,6,39,1874,20.81,8,13,8,29,1820,15.93,5,22,5,32,1681,19.04,4,17,4,25,1612,15.51,1,70.97,1,31,3,15,1,21.3,27.8,630.3,27.1,778.2,7.1,,3,105,85,109,7.8,21.9,30.4,4,0,23,19,28,24,21,50,40,37,4,2,5,4,3,13,9,12,6,1,15.28,17.6,15.6,3.3,1,16.7,13,8.9,61.1,100,0.034,1,2.76,5.65,3.88,1.11,0.68,,Other,Other,100.5078534,101,4.492146597,Other
W01001644,Liswerry 3,Newport 013C,W02000359,Newport 013,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,385,5,39,5,49,3615,13.55,18,39,9,66,3578,18.45,13,42,7,62,3538,17.52,10,38,5,53,3437,15.42,5,81.36,5,15,8,6,5,15.3,20.8,413.2,17.6,716.8,6.3,,3,104,89,109,8.7,17.5,17.8,7,0,20,19,25,25,25,48,38,42,3,2,3,6,4,11,10,12,5,2,8.47,24.6,21.8,5.7,1,16.6,13.1,8.9,46.1,100,0.036,2,1.9,3.07,2,0.71,0.67,0.35,Other,Other,103.6368421,104,0.363157895,Other
W01001645,Liswerry 4,Newport 015D,W02000361,Newport 015,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,98,4,5,4,13,1281,10.15,1,9,4,14,1296,10.8,6,13,3,22,1336,16.47,5,11,0,16,1320,12.12,4,26.78,4,19,6,9,5,15.3,20.4,437.9,26.1,704.3,4.9,,3,109,90,103,8.7,22.4,28.3,7,0,22,20,22,24,22,41,37,33,4,2,4,4,4,15,10,9,9,2,9.46,16.9,14.8,2.9,1,17.5,12.9,8.8,55.5,65.5,0.09,3,1.92,2.46,1.72,1.11,0.65,0.34,Consistently decreasing,Decreasing (2018-20),103.2931937,103,5.706806283,Outperforming
W01001646,Liswerry 5,Newport 015E,W02000361,Newport 015,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,135,6,11,1,18,1858,9.69,8,16,3,27,1823,14.81,6,15,0,21,1855,11.32,2,13,2,17,1872,9.08,1,68.93,2,29,3,13,2,18,26.7,573.8,22.6,711.6,6.1,,1,102,81,87,14.3,10.9,38.6,3,2.5,21,20,21,27,28,43,40,36,3,3,3,6,5,15,11,7,8,4,10.99,11.4,10.1,1.2,1,18.5,13,8.9,60.9,3.3,0.082,1,3.34,4.64,5.9,1.58,0.96,1.55,Other,Other,100.5078534,101,1.492146597,Other
W01001647,Liswerry 6,Newport 015F,W02000361,Newport 015,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,165,8,22,5,35,2285,15.32,8,33,3,44,2263,19.44,10,24,5,39,2167,18,7,31,2,40,2042,19.59,4,44.4,5,14,6,8,7,12.8,19.3,351.2,24,607.8,5.3,,6,107,91,122,5.9,28.1,19.9,2,4.2,43,35,43,41,34,68,45,39,8,5,9,8,7,13,9,7,8,6,5.73,14.7,13.5,1.8,1,16,12.4,8.2,63.7,91.6,0.088,1,2.91,5.45,4.78,1.99,1.85,1.03,Other,Other,103.2931937,103,3.706806283,Other
W01001648,Liswerry 7,Newport 015G,W02000361,Newport 015,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,114,1,11,5,17,1483,11.46,1,10,3,14,1465,9.56,0,13,3,16,1496,10.7,2,16,1,19,1501,12.66,4,27.9,5,14,6,9,5,16,20.7,356,25.1,661.2,5.4,,3,103,86,101,5.4,22.6,23.5,9,0,20,20,20,22,20,50,33,30,3,2,3,3,2,13,9,8,9,7,3.48,17.5,15.7,3,1,17.5,12.9,8.9,61.2,61,0.069,2,2.13,2.92,2.83,0.91,0.73,0.33,Other,Other,103.2931937,103,-0.293193717,Other
W01001649,Llanwern 1,Newport 004D,W02000350,Newport 004,W06000022,Newport,Rural,Small Town and Fringe (Less Sparse),Small,Dispersed (not in a BUA),WXX000003,347,7,36,14,57,2911,19.58,5,42,6,53,2677,19.8,6,30,5,41,2400,17.08,5,29,6,40,2159,18.53,5,17.05,7,10,6,8,7,13.2,20.8,317.8,21.4,580.8,3.4,,6,109,89,118,5.4,38.8,19.4,1,19,73,68,72,70,70,112,130,90,9,8,11,11,9,17,17,14,10,8,2.86,17.8,16.6,2.4,1,12.3,12.1,8,55.4,76,0.154,2,2.12,2.95,2.61,1.59,0.69,0.58,Other,Other,103.6368421,104,5.363157895,Other
W01001650,Llanwern 2,Newport 004E,W02000350,Newport 004,W06000022,Newport,Rural,Small Town and Fringe (Less Sparse),Small,Dispersed (not in a BUA),WXX000003,109,4,10,4,18,1524,11.81,5,16,0,21,1476,14.23,2,5,2,9,1458,6.17,4,8,1,13,1478,8.8,4,27.82,4,19,5,11,4,16.3,23.1,515.5,24,664,3.8,,3,104,87,110,9.3,17.5,23,7,0,20,20,20,20,22,112,84,60,4,6,6,4,4,19,25,24,9,8,6.04,9.3,8.6,1.1,5,13.4,12.7,8.3,6.9,98.1,0.215,5,1.25,2.21,1.43,,0.38,0.3,Other,Other,103.2931937,103,0.706806283,Other
W01001651,Malpas 1,Newport 002A,W02000348,Newport 002,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,51,2,12,2,16,1366,11.71,1,4,2,7,1390,5.04,1,9,4,14,1399,10.01,3,9,1,13,1441,9.02,9,3.92,10,5,9,5,9,12.2,16.8,235.8,25,533.1,1,,8,108,89,121,1.8,41.9,14.5,8,4.9,25,21,25,25,22,27,37,43,5,2,5,6,3,5,11,11,3,9,1.52,15.3,13.7,1.7,2,15.3,12.5,8.5,2.1,13.3,0.132,8,0.61,1.59,1.57,,,,Other,Other,107.0104712,107,0.989528796,Other
W01001652,Malpas 2,Newport 002B,W02000348,Newport 002,W06000022,Newport,Urban,Large Town (Less Sparse),W38000147,Newport BUASD,WXX000003,174,4,9,2,15,1874,8,11,19,2,32,1921,16.66,10,16,0,26,1922,13.53,9,15,5,29,1931,15.02,1,90.27,1,37,1,22,1,18.8,31,576.4,30.9,604.7,10.1,,1,101,84,92,12,12.9,37.5,3,4.2,21,21,26,26,21,27,37,37,4,3,4,5,2,4,12,10,3,8,6.83,9.1,8,1.6,5,13.4,12.2,8.3,2.1,93.9,0.16,2,2.52,3.84,2.59,0.69,0.32,0.62,Other,Other,100.5078534,101,0.492146597,Other
